Sample,OtolithID,Na,Mg,P,Ba,Sr,Mn,Zn,Ni,Cu,Rb,Cr,Li,Al,Sc,Ti,Y,Pb,Radius_to_pit,Longitude,Latitude,HaulID
Age-1_Oct_equiv,D2243,2909.772696,22.80392674,244.0410944,5.299894881,1697.776266,78.30998271,0.175914441,0.146539881,0.732143391,0.040612723,1.002067317,1.391826919,0.002340987,1,0.015534419,0.001276807,0.003078216,319.65,-3.711,54.273,135
Age-1_Oct_equiv,D412,3385.691246,25.06021837,315.8688043,1.770076555,1074.918919,2.234934424,0.218969184,0.147283254,0.245631727,0.068913761,1.00119163,1.376877397,0,1.031492284,0.014994419,0,0.002380183,831.2,-6.761,56.188,122
Age-1_Oct_equiv,D2238,3620.000516,35.39231542,368.4206849,7.520995085,1839.91247,12.90553395,0.244543159,0.104622609,0.253888728,0.068779751,0.816419459,1.588248466,0.285096148,1,0.117128734,0,0.036578184,615.94,-3.711,54.273,135
Age-1_Oct_equiv,D399,2732.377183,17.15639719,267.4158037,4.552498005,1608.356795,1.37947348,0.077361514,0.133664622,0.201518217,0.047481235,1.020316335,1.25225492,0,1.012303957,0,0.000311717,0.001217375,989.2,-6.761,56.188,122
Age-1_Oct_equiv,D2265,3196.938751,25.60333021,258.2387015,3.410997444,475.9717981,10.16838875,0.207017739,0.103130868,0.879722987,0.085033318,1.634151943,1.730635333,0.122228536,1.018499773,0.29228031,0.001358185,0.007281828,616.63,-3.711,54.273,135
Age-1_Oct_equiv,D434,3261.949264,24.54341424,322.9191112,1.316261553,1329.644812,2.55289731,0.238100428,0.144091668,0.197316733,0.090414121,0.895209866,1.293460855,0.078572611,1.007248972,0.022388925,0.002430829,0.004265029,971.08,-6.761,56.188,122
Age-1_Oct_equiv,D225,2916.213625,22.56120656,135.4827963,3.832646782,1558.878167,9.416432686,0.17356183,0.113171244,0.060219615,0.040691257,0.827630744,1.346651721,0,1.021664068,0.007418005,0.001057524,0.001223152,518.54,-5.223,55.414,121
Age-1_Oct_equiv,D689,3541.381209,26.08585005,340.5262889,0.599538455,1068.014508,2.428238599,0.179020629,0.140741946,0.251601882,0.115138454,0.988359533,1.27496404,0,1.009581344,0.041126035,0.001884764,0,646.15,-7.352,58.262,124
Age-1_Oct_equiv,D127,3330.318223,27.59522616,330.219845,24.45265187,1386.984794,2.200241781,0.185116197,0.126377305,0.152460744,0.070380934,0.643017458,1.71873645,1.290984233,1.004495805,0,0,0.004505534,531.02,-8.683,57.309,118
Age-1_Oct_equiv,D702,3739.684724,27.48033412,429.2145537,2.161364934,1108.541302,4.434905707,0.211545841,0.159552618,0.712455504,0.100509855,0.793351329,1.353247032,0.37269534,1.007165286,0.141465065,0,0.004700276,1089.04,-7.352,58.262,124
Age-1_Oct_equiv,D2237,3416.303302,32.39598544,408.1347903,38.09477534,1836.476425,6.348335192,0.163144841,0.158000598,0.110172255,0.057932962,0.702957656,1.513855232,0,1.020610434,0.014962441,0.000353133,0,758.82,-3.711,54.273,135
Age-1_Oct_equiv,D1810,3271.666868,24.44746664,239.5118451,2.694650442,1330.484696,28.3637811,0.182402406,0.100683644,0.829103592,0.098988155,0.872852017,1.356948894,0,1,0.023224506,0.001379904,0,487.49,-5.69,53.626,136
Age-1_Oct_equiv,D706,3263.614753,24.17239133,255.6433725,1.056378212,916.9117779,5.63419354,0.179216998,0.125595566,0.461372792,0.076791888,1.070921569,-0.303873858,0.034962506,1.028756906,0,0.00207515,0.002222334,791.6,-7.352,58.262,124
Age-1_Oct_equiv,D1693b,3066.34164,29.27373654,154.0180836,5.790418399,1532.774057,7.715181008,0.111242943,0.180193389,0.146067621,0.034926748,0.665574641,1.600185418,0,1,0,0,0,835.91,-3.711,54.273,135
Age-1_Oct_equiv,D423,3295.942842,27.26190205,263.8652368,1.528185589,2041.117632,1.380812523,0.162712988,0.11699136,0.132806937,0.068067572,0.950822752,1.329905959,0.172748149,1.023124042,0.008280861,0.001787083,0,1176.9,-6.761,56.188,122
Age-1_Oct_equiv,D618,3212.817689,24.43492645,185.9036426,2.534824152,1316.80069,3.800969308,0.199018167,0.106202747,0.102531367,0.034607187,0.884665359,1.327971728,0,1.01163098,0,0.000670378,0,1026.39,-7.352,58.262,124
Age-1_Oct_equiv,D245,3219.433891,31.79287843,304.3305514,4.452755099,1842.53047,13.29937424,0.390753949,0.153109844,0.141873788,0.064404651,0.870651791,1.474109597,0,1.020180232,0.024864489,0,0,554.14,-5.223,55.414,121
Age-1_Oct_equiv,D1685b,3517.412175,37.23806307,448.0100361,14.83488116,2128.403269,17.71601765,0.201593038,0.13482782,0.102559925,0.03043757,0.800294447,1.903704388,0,1.021134213,0.040686893,0.000414045,0.037538045,684.85,-3.711,54.273,135
Age-1_Oct_equiv,D692,3516.940077,32.68977036,361.0967296,8.463635522,1202.632689,2.263269501,0.197811463,0.125189735,0.152273819,0.068148369,0.681494727,1.530328531,0.002920868,1.016361263,0.035991258,0.003226821,0.00418766,1006.14,-7.352,58.262,124
Age-1_Oct_equiv,D375,3330.258133,30.89325795,464.7670246,1.868378447,1075.52131,2.984620077,0.209587762,0.157938621,0.286658053,0.0677378,1.072293713,1.453929942,0,1.018046668,0.024537599,0.000348046,0,866.26,-6.761,56.188,122
Age-1_Oct_equiv,D2324,2285.564474,10.86691939,171.074404,3.666237891,2445.500212,1.536213966,0.097302794,0.167434843,0.215150076,0.028884631,0.81796573,1.246478964,0,1,0.056827053,0.004382461,0.004237462,836.61,-5.69,53.626,136
Age-1_Oct_equiv,D2299,2819.194589,22.02378198,101.5520883,2.232594015,1679.420994,2.567646514,0.191546248,0.137910791,0.206257301,0.028119642,0.906559978,1.224422051,0,1,0.184892829,0.005999908,0.015715956,811.13,-5.69,53.626,136
Age-1_Oct_equiv,D847,3228.63281,27.66881078,395.7305859,2.24141321,1684.41816,1.970744225,0.17931773,0.125860151,0.226617933,0.117774155,0.788134066,1.267526718,0.138350189,1.009144,0.049819522,0,0,1101.55,-6.704,57.129,123
Age-1_Oct_equiv,D2318,3242.437946,30.13013485,260.3092036,2.677489599,1274.731696,4.001301484,1.583983636,0.364303867,1.276625876,0.182827372,0.943597363,1.367418132,0.554327415,1.018789213,0.932973243,0,0.034272518,542.13,-5.69,53.626,136
Age-1_Oct_equiv,D704,3683.87486,35.90664155,415.7235471,3.372451034,1186.827589,2.447646045,0.565485492,0.210426127,0.446517957,0.179517629,1.067727451,1.550295425,0.43395759,1.0170293,0,0.002172581,0.007430098,773.13,-7.352,58.262,124
